"","Title","Genres","Review Rating"
"814","The Bar (2017)","Comedy| Horror| Thriller",6.4
"815","Better Watch Out (2016)","Comedy| Horror| Thriller",6.7
"816","Dead 7 (2016)","Comedy| Horror| Western",3.1
"817","Infidus (2015)","Crime| Drama| Horror",5.8
"818","Applecart (2015)","Crime| Drama| Horror",6.4
"819","The Wolves of Savin Hill (2017)","Crime| Drama| Horror",7.4
"820","Hayride (2012)","Crime| Drama| Horror",3.4
"821","L.A. Slasher (2015)","Crime| Drama| Horror",3.5
"822","The Black Dahlia Haunting (2012)","Crime| Drama| Horror| Mystery",5
"823","Bajo la Rosa (2017)","Crime| Drama| Horror| Mystery",7
"824","Psychophonia (2016)","Crime| Drama| Horror| Mystery| Sci-Fi| Thriller",7.8
"825","Diane (2017)","Crime| Drama| Horror| Mystery| Thriller",5.6
"826","American Slasher (2014)","Crime| Drama| Horror| Mystery| Thriller",4.9
"827","Valley of Ditches (2017)","Crime| Drama| Horror| Mystery| Thriller",4
"828","Psychos (2017)","Crime| Drama| Horror| Mystery| Thriller",3.5
"829","Hounds of Love (2016)","Crime| Drama| Horror| Mystery| Thriller",6.6
"830","The Snowman (2017)","Crime| Drama| Horror| Mystery| Thriller",5.2
"831","Cold Moon (2016)","Crime| Drama| Horror| Mystery| Thriller",4.3
"832","The Tall Man (2012)","Crime| Drama| Horror| Mystery| Thriller",5.9
"833","When the Bough Breaks (2016)","Crime| Drama| Horror| Mystery| Thriller",4.9
"834","1922 (2017)","Crime| Drama| Horror| Mystery| Thriller",6.5
"835","Dead Woman's Hollow (2013)","Crime| Drama| Horror| Romance| Thriller",5.3
"836","Death Note: Light Up the New World (2016)","Crime| Drama| Horror| Sci-Fi| Thriller",5.9
"837","Deer Crossing (2012)","Crime| Drama| Horror| Thriller",3.2
"838","Drowning (2017)","Crime| Drama| Horror| Thriller",7.4
"839","Slash (2013)","Crime| Drama| Horror| Thriller",7.4
"840","Amerikan Violence (2014)","Crime| Drama| Horror| Thriller",7.9
"841","Veil (2017)","Crime| Drama| Horror| Thriller",6.4
"842","They Returned (2015)","Crime| Drama| Horror| Thriller",5.7
"843","Sorrow (2015)","Crime| Drama| Horror| Thriller",3.2
"844","The Road (2011)","Crime| Drama| Horror| Thriller",5.6
"845","Sicilian Vampire (2015)","Crime| Drama| Horror| Thriller",8.1
"846","Johnny Frank Garrett's Last Word (2016)","Crime| Drama| Horror| Thriller",5
"847","Little Monsters (2012)","Crime| Drama| Horror| Thriller",4.8
"848","Kandisha (2008)","Crime| Fantasy| Horror| Mystery| Thriller",7.8
"849","Cruel (2014)","Crime| Horror",6.4
"850","House on the Hill (2012)","Crime| Horror",2.9
"851","Lazarus: Apocalypse (2014)","Crime| Horror| Mystery| Thriller",5.5
"852","Shane Ryan's Faces of Snuff (2016)","Crime| Horror| Mystery| Thriller",6.8
"853","The Black Tape (2014)","Crime| Horror| Mystery| Thriller",7.6
"854","Don't Click (2012)","Crime| Horror| Mystery| Thriller",4.7
"855","Doctor (2012)","Crime| Horror| Mystery| Thriller",5
"856","Cruelty (2017)","Crime| Horror| Mystery| Thriller",7.2
"857","Don't Go Into the House by the Woods (2017)","Crime| Horror| Mystery| Thriller",5.6
"858","Hollow Creek (2016)","Crime| Horror| Mystery| Thriller",4.1
"859","Massacre County (2015)","Crime| Horror| Mystery| Thriller",5.7
"860","U Turn (2016)","Crime| Horror| Mystery| Thriller",7.7
"861","Sacrifice (2016)","Crime| Horror| Mystery| Thriller",5.3
"862","Jigsaw (2017)","Crime| Horror| Mystery| Thriller",6.4
"863","Play Motel (1979)","Crime| Horror| Romance| Thriller",5.3
"864","Alléluia (2014)","Crime| Horror| Romance| Thriller",6.2
"865","The Cannibal in the Jungle (2015)","Crime| Horror| Sci-Fi",6
"866","Reaper (2014)","Crime| Horror| Sci-Fi| Thriller",5
"867","Shame the Devil (2013)","Crime| Horror| Thriller",3.5
"868","Hole (2010)","Crime| Horror| Thriller",4.9
"869","Abandoned Dead (2015)","Crime| Horror| Thriller",2.5
"870","Compulsión (2017)","Crime| Horror| Thriller",8.2
"871","The Cohasset Snuff Film (2012)","Crime| Horror| Thriller",5.3
"872","The Hounds (2011)","Crime| Horror| Thriller",3.4
"873","Exchange (2015)","Crime| Horror| Thriller",5.8
"874","The Laughing Mask (2014)","Crime| Horror| Thriller",6.9
"875","The Scarapist (2015)","Crime| Horror| Thriller",8.3
"876","Erasmus (2016)","Crime| Horror| Thriller",4.2
"877","Fractional (2011)","Crime| Horror| Thriller",4.7
"878","The Long Island Serial Killer (2013)","Crime| Horror| Thriller",7
"879","Scavenger Killers (2014)","Crime| Horror| Thriller",4.8
"880","Shame the Devil (2013)","Crime| Horror| Thriller",3.5
"881","Killer Toon (2013)","Crime| Horror| Thriller",6.4
"882","Therapy (2016)","Crime| Horror| Thriller",5.5
"883","On the Brain (2016)","Crime| Horror| Thriller",2.6
"884","Francesca (2015)","Crime| Horror| Thriller",5.2
"885","Savageland (2015)","Crime| Horror| Thriller",6
"886","Drifter (2016)","Crime| Horror| Thriller",3.6
"887","The Chair (2016)","Crime| Horror| Thriller",7.3
"888","Museum (2016)","Crime| Horror| Thriller",6.1
"889","Coffin 2 (2017)","Crime| Horror| Thriller",7.5
"890","The Girl in the Photographs (2015)","Crime| Horror| Thriller",4.5
"891","The Neighbor (2016)","Crime| Horror| Thriller",5.7
"892","I Spit on Your Grave 2 (2013)","Crime| Horror| Thriller",5.7
"893","Green Room (2015)","Crime| Horror| Thriller",7
"894","Don't Breathe (2016)","Crime| Horror| Thriller",7.1
"895","The Scarehouse (2014)","Crime| Horror| Thriller",4.6
"896","I Spit on Your Grave: Vengeance is Mine (2015)","Crime| Horror| Thriller",5.2
"897","Stop Over in Hell (2016)","Crime| Horror| Thriller| Western",6.3
"898","Grave Secrets (2013)","Drama| Family| Horror",7.9
"899","Mana (2014)","Drama| Fantasy| Horror",5.6
"900","El-Cin (2013)","Drama| Fantasy| Horror",5.7
"901","How to Save Us (2014)","Drama| Fantasy| Horror",6
"902","Perfidy (2014)","Drama| Fantasy| Horror",2.9
"903","Butter on the Latch (2013)","Drama| Fantasy| Horror",5.4
"904","Salvación (2016)","Drama| Fantasy| Horror",6.3
"905","Lost Creek (2016)","Drama| Fantasy| Horror",6.1
"906","The Forest (2016)","Drama| Fantasy| Horror",6.6
"907","Charlotte's Song (2015)","Drama| Fantasy| Horror",6.9
"908","Harvest Lake (2016)","Drama| Fantasy| Horror",4.3
"909","Eroddity(s) (2014)","Drama| Fantasy| Horror",4
"910","The Maus (2017)","Drama| Fantasy| Horror",6.1
"911","Escape from Tomorrow (2013)","Drama| Fantasy| Horror",5.2
"912","We Are the Flesh (2016)","Drama| Fantasy| Horror",4.7
"913","Starry Eyes (2014)","Drama| Fantasy| Horror",6
"914","The Monster (2016)","Drama| Fantasy| Horror",5.4
"915","Tale of Tales (2015)","Drama| Fantasy| Horror",6.4
"916","Sorceress (2017)","Drama| Fantasy| Horror| Music| Romance| Thriller",4.6
"917","The Moth Diaries (2011)","Drama| Fantasy| Horror| Mystery",4.9
"918","Stephanie (2017)","Drama| Fantasy| Horror| Mystery",6.8
"919","Warning Shadows (1923)","Drama| Fantasy| Horror| Mystery| Romance",7
"920","Crimson Peak (2015)","Drama| Fantasy| Horror| Mystery| Romance| Thriller",6.5
"921","A Cure for Wellness (2016)","Drama| Fantasy| Horror| Mystery| Sci-Fi| Thriller",6.4
"922","Sexy Durga (2017)","Drama| Fantasy| Horror| Mystery| Thriller",5.9
"923","The Mimic (2017)","Drama| Fantasy| Horror| Mystery| Thriller",6
"924","Thale (2012)","Drama| Fantasy| Horror| Mystery| Thriller",5.6
"925","The Wanderers: The Quest of The Demon Hunter (2017)","Drama| Fantasy| Horror| Mystery| Thriller",7.9
"926","The Circle (2015)","Drama| Fantasy| Horror| Mystery| Thriller",5.9
"927","The Wailing (2016)","Drama| Fantasy| Horror| Mystery| Thriller",7.5
"928","Daguerrotype (2016)","Drama| Fantasy| Horror| Romance",5.9
"929","Gilgamesh (2014)","Drama| Fantasy| Horror| Sci-Fi",5.4
"930","The Devil Incarnate (2013)","Drama| Fantasy| Horror| Sci-Fi| Thriller",3.4
"931","Trip House (2017)","Drama| Fantasy| Horror| Sci-Fi| Thriller",5.8
"932","Made Me Do It (2017)","Drama| Fantasy| Horror| Thriller",8.3
"933","Marianne (2011)","Drama| Fantasy| Horror| Thriller",4.9
"934","Shadows Fall (2016)","Drama| Fantasy| Horror| Thriller",6.7
"935","Into the Forest (2016)","Drama| Fantasy| Horror| Thriller",5.7
"936","Comforting Skin (2011)","Drama| Fantasy| Horror| Thriller",4.9
"937","White God (2014)","Drama| Fantasy| Horror| Thriller",6.9
"938","Ayla (2017)","Drama| Fantasy| Horror| Thriller",9
"939","Nymph (2014)","Drama| Fantasy| Horror| Thriller",4.1
"940","The Terror of Hallow's Eve (2017)","Drama| Fantasy| Horror| Thriller",5.6
"941","Horns (2013)","Drama| Fantasy| Horror| Thriller",6.5
"942","The Woman in Black (2012)","Drama| Fantasy| Horror| Thriller",6.4
"943","Byzantium (2012)","Drama| Fantasy| Horror| Thriller",6.5
"944","Before I Wake (2016)","Drama| Fantasy| Horror| Thriller",6.1
"945","A Field in England (2013)","Drama| History| Horror| Mystery",6.3
"946","Darkroom (2017)","Drama| Horror",6.6
"947","Turned (2015)","Drama| Horror",7.3
"948","Open Wound (2016)","Drama| Horror",5.7
"949","A Capital dos Mortos 2: Mundo Morto (2015)","Drama| Horror",7.4
"950","Olalla (2015)","Drama| Horror",5
"951","The Noonday Witch (2016)","Drama| Horror",5.2
"952","Hard Labor (2011)","Drama| Horror",6.6
"953","Khamoshiyan (2015)","Drama| Horror",4
"954","Chyornaya voda (2017)","Drama| Horror",5.4
"955","205: Room of Fear (2011)","Drama| Horror",5.2
"956","Halley (2012)","Drama| Horror",5.6
"957","Kotoko (2011)","Drama| Horror",6.7
"958","The Nest of the Cuckoo Birds (1965)","Drama| Horror",5.3
"959","Prema Katha Chitram (2013)","Drama| Horror",7.2
"960","The Attachment (2016)","Drama| Horror",3.2
"961","Basement (2014)","Drama| Horror",5.1
"962","Show Yourself (2016)","Drama| Horror",8.6
"963","Test Group (2015)","Drama| Horror",4.8
"964","Pretty Dead (2013)","Drama| Horror",4.5
"965","Paranormal Extremes: Text Messages from the Dead (2015)","Drama| Horror",2.3
"966","Arpat (2015)","Drama| Horror",6.9
"967","Sonyeo (2013)","Drama| Horror",6.3
"968","Heavy Water (2014)","Drama| Horror",9
"969","Maria Labo (2015)","Drama| Horror",5.3
"970","Corazon: Ang unang aswang (2012)","Drama| Horror",6
"971","Upsidedown Cross (2014)","Drama| Horror",5.3
"972","Empty Rooms (2012)","Drama| Horror",4.4
"973","The Wicker Tree (2011)","Drama| Horror",3.9
"974","Age of the Dead (2015)","Drama| Horror",2.9
"975","I Zombie: The Chronicles of Pain (1998)","Drama| Horror",5.5
"976","Slaughter Creek (2011)","Drama| Horror",3.2
"977","The Swimmers (2014)","Drama| Horror",6
"978","Exorcism: Haunted Child (2015)","Drama| Horror",6.6
"979","Dearest Sister (2016)","Drama| Horror",6.2
"980","Wasteland (2013)","Drama| Horror",3.3
"981","Lyle (2014)","Drama| Horror",6
"982","Lord of Tears (2013)","Drama| Horror",5.5
"983","Drink Me (2015)","Drama| Horror",3.9
"984","The Unkindness of Ravens (2016)","Drama| Horror",5.2
"985","The Alchemist Cookbook (2016)","Drama| Horror",4.8
"986","Plague (2015)","Drama| Horror",5.9
"987","Tsunambee (2015)","Drama| Horror",4.3
"988","An American Terror (2014)","Drama| Horror",4.2
"989","Helter Skelter (2012)","Drama| Horror",6.4
"990","Exit Humanity (2011)","Drama| Horror",5.4
"991","I'm Dreaming of a White Doomsday (2017)","Drama| Horror",8.7
"992","A Girl Walks Home Alone at Night (2014)","Drama| Horror",7
"993","A Dark Song (2016)","Drama| Horror",6
"994","The Transfiguration (2016)","Drama| Horror",5.9
"995","Lovely Molly (2011)","Drama| Horror",5.3
"996","Last Girl Standing (2015)","Drama| Horror",4.8
"997","Anguish (2015)","Drama| Horror",4.5
"998","A Closer Walk with Thee (2017)","Drama| Horror",5.1
"999","Rufus (2012)","Drama| Horror",6.2
"1000","The Windmill (2016)","Drama| Horror",4.8
"1001","Kuso (2017)","Drama| Horror",5.1
"1002","Hostile (2017)","Drama| Horror",6.5
"1003","Moebius (2013)","Drama| Horror",6.5
"1004","Shelley (2016)","Drama| Horror",5.2
"1005","The House on Pine Street (2015)","Drama| Horror",5.3
"1006","Carrie (2013)","Drama| Horror",5.9
"1007","Rings (2017)","Drama| Horror",4.5
"1008","Les affamés (2017)","Drama| Horror",7.6
"1009","Excision (2012)","Drama| Horror",6.1
"1010","Raw (2016)","Drama| Horror",7
"1011","American Mary (2012)","Drama| Horror",6.3
"1012","The Babadook (2014)","Drama| Horror",6.8
"1013","The Eyes of My Mother (2016)","Drama| Horror",6.2
"1014","13 Cameras (2015)","Drama| Horror",5.1
"1015","When I Was Alive (2014)","Drama| Horror| Musical| Thriller",6.4
"1016","Bilocation (2013)","Drama| Horror| Mystery",6.3
"1017","Voodoo Possession (2014)","Drama| Horror| Mystery",2.4
"1018","Delusion (2016)","Drama| Horror| Mystery",6
"1019","Malady (2015)","Drama| Horror| Mystery",9
"1020","The Lorelei (2016)","Drama| Horror| Mystery",5.1
"1021","Chaar (2014)","Drama| Horror| Mystery",6.9
"1022","Everto (2015)","Drama| Horror| Mystery",4.2
"1023","Ulterior Motives: Reality TV Massacre (2016)","Drama| Horror| Mystery",7.8
"1024","O. Unilateralis (2016)","Drama| Horror| Mystery",7.6
"1025","Puti (2013)","Drama| Horror| Mystery",4.2
"1026","Neverlake (2013)","Drama| Horror| Mystery",5.4
"1027","Moth (2016)","Drama| Horror| Mystery",3.6
"1028","The Midnight Swim (2014)","Drama| Horror| Mystery",5.2
"1029","The Nightmare (2015)","Drama| Horror| Mystery",6.7
"1030","Absentia (2011)","Drama| Horror| Mystery",5.8
"1031","When Animals Dream (2014)","Drama| Horror| Mystery",5.8
"1032","Mother! (2017)","Drama| Horror| Mystery",7.1
"1033","The Unwanted (2014)","Drama| Horror| Mystery| Romance",4
"1034","Rumah Gurita (2014)","Drama| Horror| Mystery| Romance| Thriller",8
"1035","The Chrysalis (2012)","Drama| Horror| Mystery| Romance| Thriller",5.5
"1036","Alicia's Dream (2017)","Drama| Horror| Mystery| Romance| Thriller",3.9
"1037","Blood Kisses (2012)","Drama| Horror| Mystery| Romance| Thriller",4.2
"1038","Tarot (2015)","Drama| Horror| Mystery| Romance| Thriller",7.5
"1039","The House That Never Dies (2014)","Drama| Horror| Mystery| Romance| Thriller",4.6
"1040","Last Kind Words (2012)","Drama| Horror| Mystery| Romance| Thriller",4.9
"1041","Twin Peaks: The Missing Pieces (2014)","Drama| Horror| Mystery| Romance| Thriller",7.9
"1042","Sisters of the Plague (2015)","Drama| Horror| Mystery| Sci-Fi",3
"1043","10 Cloverfield Lane (2016)","Drama| Horror| Mystery| Sci-Fi| Thriller",7.2
"1044","Circle (2015)","Drama| Horror| Mystery| Sci-Fi| Thriller",6.1
"1045","Bayou Ghost Story (2017)","Drama| Horror| Mystery| Thriller",4.2
"1046","The Spiritualist (2016)","Drama| Horror| Mystery| Thriller",4.4
"1047","Collective: Unconscious (2016)","Drama| Horror| Mystery| Thriller",6.9
"1048","Roadside (2013)","Drama| Horror| Mystery| Thriller",3.9
"1049","Kalam (2016)","Drama| Horror| Mystery| Thriller",6.6
"1050","Milwood (2013)","Drama| Horror| Mystery| Thriller",3.1
"1051","Lapachhapi (2017)","Drama| Horror| Mystery| Thriller",8.3
"1052","The Lurking Man (2017)","Drama| Horror| Mystery| Thriller",8.4
"1053","Hollow (2014)","Drama| Horror| Mystery| Thriller",5.8
"1054","The Other One (2014)","Drama| Horror| Mystery| Thriller",6.5
"1055","Chain Mail (2015)","Drama| Horror| Mystery| Thriller",4.2
"1056","Naciye (2015)","Drama| Horror| Mystery| Thriller",5.9
"1057","Ang pagsanib kay Leah Dela Cruz (2017)","Drama| Horror| Mystery| Thriller",5.3
"1058","Tied in Blood (2012)","Drama| Horror| Mystery| Thriller",3.5
"1059","Bliss (2017)","Drama| Horror| Mystery| Thriller",8.3
"1060","Dark Exorcism (2015)","Drama| Horror| Mystery| Thriller",4.3
"1061","Aaron's Blood (2016)","Drama| Horror| Mystery| Thriller",4.8
"1062","Dead Billy (2016)","Drama| Horror| Mystery| Thriller",5.3
"1063","Without Name (2016)","Drama| Horror| Mystery| Thriller",5.6
"1064","The Blue Elephant (2014)","Drama| Horror| Mystery| Thriller",8.2
"1065","House of Flesh Mannequins (2009)","Drama| Horror| Mystery| Thriller",3.4
"1066","Silent House (2011)","Drama| Horror| Mystery| Thriller",5.3
"1067","Inheritance (2017)","Drama| Horror| Mystery| Thriller",7
"1068","Blood Money (2017)","Drama| Horror| Mystery| Thriller",6
"1069","The Stranger (2014)","Drama| Horror| Mystery| Thriller",4.9
"1070","The Forest of the Lost Souls (2017)","Drama| Horror| Mystery| Thriller",6.9
"1071","The Faith of Anna Waters (2016)","Drama| Horror| Mystery| Thriller",3.8
"1072","Goddess of Love (2015)","Drama| Horror| Mystery| Thriller",5.4
"1073","The House at the End of Time (2013)","Drama| Horror| Mystery| Thriller",6.8
"1074","The Sublet (2015)","Drama| Horror| Mystery| Thriller",4.9
"1075","The Harvest (2013)","Drama| Horror| Mystery| Thriller",6
"1076","#Horror (2015)","Drama| Horror| Mystery| Thriller",3.1
"1077","The Curse of Downers Grove (2015)","Drama| Horror| Mystery| Thriller",4.5
"1078","The Haunting in Connecticut 2: Ghosts of Georgia (2013)","Drama| Horror| Mystery| Thriller",5.3
"1079","Backtrack (2015)","Drama| Horror| Mystery| Thriller",5.9
"1080","Something Wicked (2014)","Drama| Horror| Mystery| Thriller",4.8
"1081","Static (2012)","Drama| Horror| Mystery| Thriller",5.4
"1082","Amnesiac (2014)","Drama| Horror| Mystery| Thriller",4.3
"1083","The Invitation (2015)","Drama| Horror| Mystery| Thriller",6.7
"1084","Awaken the Shadowman (2017)","Drama| Horror| Mystery| Thriller",5
"1085","Pay the Ghost (2015)","Drama| Horror| Mystery| Thriller",5.2
"1086","Dig Two Graves (2014)","Drama| Horror| Mystery| Thriller",5.7
"1087","Personal Shopper (2016)","Drama| Horror| Mystery| Thriller",6.2
"1088","One of Us (2017)","Drama| Horror| Mystery| Thriller",4.3
"1089","They Look Like People (2015)","Drama| Horror| Mystery| Thriller",6
"1090","Berlin Syndrome (2017)","Drama| Horror| Mystery| Thriller",6.3
"1091","Stonehearst Asylum (2014)","Drama| Horror| Mystery| Thriller",6.8
"1092","Satan's Slaves (2017)","Drama| Horror| Mystery| Thriller",8.2
"1093","Unfriended (2014)","Drama| Horror| Mystery| Thriller",5.6
"1094","Red Lights (2012)","Drama| Horror| Mystery| Thriller",6.2
"1095","1920: Evil Returns (2012)","Drama| Horror| Romance",4.9
"1096","Willa (2012)","Drama| Horror| Romance",6.4
"1097","I Love You to Death (2012)","Drama| Horror| Romance",4.2
"1098","Breath of Hate (2011)","Drama| Horror| Romance",4.5
"1099","Chimères (2013)","Drama| Horror| Romance",5.2
"1100","The Woman in Unit 23B (2016)","Drama| Horror| Romance",6.8
"1101","Felt (2014)","Drama| Horror| Romance",4.7
"1102","Kiss of the Damned (2012)","Drama| Horror| Romance",5.6
"1103","Jack & Diane (2012)","Drama| Horror| Romance",4.5
"1104","The Bad Batch (2016)","Drama| Horror| Romance| Sci-Fi",5.4
"1105","Falling (2016)","Drama| Horror| Romance| Thriller",7.1
"1106","Beautiful Prison (2016)","Drama| Horror| Romance| Thriller",4.4
"1107","Brides to Be (2016)","Drama| Horror| Romance| Thriller",6.3
"1108","Amor tóxico (2015)","Drama| Horror| Romance| Thriller",4
"1109","I Will Follow You Into the Dark (2012)","Drama| Horror| Romance| Thriller",4.6
"1110","The Keeping Hours (2017)","Drama| Horror| Romance| Thriller",7.7
"1111","24 Hours to Die (2016)","Drama| Horror| Sci-Fi",4.7
"1112","90210 Shark Attack (2014)","Drama| Horror| Sci-Fi",1.9
"1113","Don't Grow Up (2015)","Drama| Horror| Sci-Fi",4.5
"1114","ErOddity(s) 2 (2015)","Drama| Horror| Sci-Fi",4.7
"1115","Chrysalis (2014)","Drama| Horror| Sci-Fi",4.6
"1116","I Am Alone (2015)","Drama| Horror| Sci-Fi",6.4
"1117","Extinction (2015)","Drama| Horror| Sci-Fi",5.8
"1118","Of Silence (2014)","Drama| Horror| Sci-Fi| Thriller",3.2
"1119","Ghost Shark 2: Urban Jaws (2015)","Drama| Horror| Sci-Fi| Thriller",4.1
"1120","Chicago Rot (2016)","Drama| Horror| Sci-Fi| Thriller",6.9
"1121","Inside Ben (2017)","Drama| Horror| Sci-Fi| Thriller",4.2
"1122","Toxin (2015)","Drama| Horror| Sci-Fi| Thriller",2.8
"1123","The Corridor (2010)","Drama| Horror| Sci-Fi| Thriller",4.8
"1124","Black Hollow Cage (2017)","Drama| Horror| Sci-Fi| Thriller",5.5
"1125","The Untamed (2016)","Drama| Horror| Sci-Fi| Thriller",6.6
"1126","Flatliners (2017)","Drama| Horror| Sci-Fi| Thriller",5
"1127","The Divide (2011)","Drama| Horror| Sci-Fi| Thriller",5.8
"1128","Alienate (2016)","Drama| Horror| Sci-Fi| Thriller",2.7
"1129","Viral (2016)","Drama| Horror| Sci-Fi| Thriller",5.5
"1130","Here Alone (2016)","Drama| Horror| Sci-Fi| Thriller",5.6
"1131","Victor Frankenstein (2015)","Drama| Horror| Sci-Fi| Thriller",6
"1132","Gut (2012)","Drama| Horror| Thriller",3.9
"1133","Ghostlight (2013)","Drama| Horror| Thriller",5.1
"1134","Victimized (2014)","Drama| Horror| Thriller",6.9
"1135","Roommate (2013)","Drama| Horror| Thriller",5.9
"1136","Echoes (2014)","Drama| Horror| Thriller",4.4
"1137","Sacrament (2014)","Drama| Horror| Thriller",3.5
"1138","Entrance (2012)","Drama| Horror| Thriller",4.8
"1139","Hotel de Sade (2013)","Drama| Horror| Thriller",4.3
"1140","Dead Heart (2015)","Drama| Horror| Thriller",6.3
"1141","The Visitor (2016)","Drama| Horror| Thriller",7.2
"1142","Meet Me There (2014)","Drama| Horror| Thriller",4.6
"1143","The Owl (2014)","Drama| Horror| Thriller",6.1
"1144","Dead Weight (2012)","Drama| Horror| Thriller",5.3
"1145","Grafir & Bein (2016)","Drama| Horror| Thriller",4.8
"1146","Survivors (2015)","Drama| Horror| Thriller",5.8
"1147","Rise of the Zombie (2013)","Drama| Horror| Thriller",4.3
"1148","Luciferous (2015)","Drama| Horror| Thriller",4
"1149","Dead Within (2014)","Drama| Horror| Thriller",3.9
"1150","Writers Retreat (2015)","Drama| Horror| Thriller",5.7
"1151","Maria Leonora Teresa (2014)","Drama| Horror| Thriller",5.9
"1152","The Red House (2014)","Drama| Horror| Thriller",3.7
"1153","Devoured (2012)","Drama| Horror| Thriller",5.4
"1154","It's in the Blood (2012)","Drama| Horror| Thriller",4.6
"1155","The Channel (2016)","Drama| Horror| Thriller",3.5
"1156","Blessed Are the Children (2016)","Drama| Horror| Thriller",7.7
"1157","The Quiet Ones (2010)","Drama| Horror| Thriller",5.7
"1158","We Are Monsters (2015)","Drama| Horror| Thriller",3.2
"1159","Jonah Lives (2015)","Drama| Horror| Thriller",3.2
"1160","House of Forbidden Secrets (2013)","Drama| Horror| Thriller",5.5
"1161","The Other Side (2014)","Drama| Horror| Thriller",3.2
"1162","Bloodlands (2017)","Drama| Horror| Thriller",6.4
"1163","The Night Watchman (2016)","Drama| Horror| Thriller",4.2
"1164","She Who Must Burn (2015)","Drama| Horror| Thriller",4.9
"1165","Amnesiac (2013)","Drama| Horror| Thriller",3
"1166","Münafik (2015)","Drama| Horror| Thriller",4.8
"1167","Awaiting (2015)","Drama| Horror| Thriller",4.7
"1168","Athena (2015)","Drama| Horror| Thriller",6.5
"1169","Beast: A Monster Among Men (2013)","Drama| Horror| Thriller",4.6
"1170","Double Booked (2014)","Drama| Horror| Thriller",6.3
"1171","The Killing Games (2012)","Drama| Horror| Thriller",4.4
"1172","Brutal Colors (2015)","Drama| Horror| Thriller",3.4
"1173","Almost Dead (2016)","Drama| Horror| Thriller",4.6
"1174","Dogman 2: The Wrath of the Litter (2014)","Drama| Horror| Thriller",5
"1175","Ovulation (2013)","Drama| Horror| Thriller",7.5
"1176","Hypnagogic (2015)","Drama| Horror| Thriller",4
"1177","American Maniacs (2012)","Drama| Horror| Thriller",3.3
"1178","Deadly Punkettes (2014)","Drama| Horror| Thriller",4.2
"1179","Unholy (2015)","Drama| Horror| Thriller",5.8
"1180","Entity (2013)","Drama| Horror| Thriller",3.6
"1181","Headless (2014)","Drama| Horror| Thriller",5.9
"1182","Like a Bat Outta Hell (2013)","Drama| Horror| Thriller",4.2
"1183","The Purgation (2015)","Drama| Horror| Thriller",3
"1184","Soul (2013)","Drama| Horror| Thriller",6.4
"1185","The Inside (2012)","Drama| Horror| Thriller",3
"1186","The Lower Angels (2014)","Drama| Horror| Thriller",8.7
"1187","Muska (2014)","Drama| Horror| Thriller",3.4
"1188","Pregnant (2015)","Drama| Horror| Thriller",5
"1189","Vacant House (2016)","Drama| Horror| Thriller",3.4
"1190","Broken Cross (2016)","Drama| Horror| Thriller",7.5
"1191","Axed (2012)","Drama| Horror| Thriller",3.7
"1192","Kick (2015)","Drama| Horror| Thriller",3.1
"1193","Scars of Xavier (2017)","Drama| Horror| Thriller",8.5
"1194","Slash 2 (2014)","Drama| Horror| Thriller",7.6
"1195","Darkest Night (2012)","Drama| Horror| Thriller",3.4
"1196","Die, My Dear (2017)","Drama| Horror| Thriller",7.4
"1197","Daughter (2015)","Drama| Horror| Thriller",4.1
"1198","Intruders (2015)","Drama| Horror| Thriller",5.7
"1199","It Stains the Sands Red (2016)","Drama| Horror| Thriller",5.5
"1200","uk18 (2017)","Drama| Horror| Thriller",7.2
"1201","The Butcher Possessions (2014)","Drama| Horror| Thriller",4.8
"1202","No Reasons (2016)","Drama| Horror| Thriller",8
"1203","Antidote (2013)","Drama| Horror| Thriller",4.6
"1204","Slash 3 (2015)","Drama| Horror| Thriller",7.7
"1205","Aatma (2013)","Drama| Horror| Thriller",3.6
"1206","The Owl (2014)","Drama| Horror| Thriller",6.1
"1207","The Shelter (2015)","Drama| Horror| Thriller",3.8
"1208","Desolation (2017)","Drama| Horror| Thriller",7.5
"1209","I Am a Ghost (2012)","Drama| Horror| Thriller",6.1
"1210","Bloodlands (2017)","Drama| Horror| Thriller",6.4
"1211","Deadly Intent (2016)","Drama| Horror| Thriller",3.7
"1212","Our Evil (2017)","Drama| Horror| Thriller",7.1
"1213","Wichita (2016)","Drama| Horror| Thriller",5
"1214","Decay (2015)","Drama| Horror| Thriller",4.5
"1215","Repentance (2013)","Drama| Horror| Thriller",4.8
"1216","A God Without a Universe (2015)","Drama| Horror| Thriller",6.3
"1217","Among Us (2017)","Drama| Horror| Thriller",4.4
"1218","Sensoria (2015)","Drama| Horror| Thriller",4.3
"1219","Sweet, Sweet Lonely Girl (2016)","Drama| Horror| Thriller",5.4
"1220","Fractured (2015)","Drama| Horror| Thriller",2.4
"1221","Shivalinga (2016)","Drama| Horror| Thriller",7.4
"1222","Found (2012)","Drama| Horror| Thriller",5.9
"1223","The Thompsons (2012)","Drama| Horror| Thriller",4.7
"1224","Home (2016)","Drama| Horror| Thriller",4
"1225","Tilt (2017)","Drama| Horror| Thriller",7
"1226","The Man in the Shadows (2017)","Drama| Horror| Thriller",3.4
"1227","It (2017)","Drama| Horror| Thriller",7.8
"1228","Citadel (2012)","Drama| Horror| Thriller",5.5
"1229","Freak of Nurture (2015)","Drama| Horror| Thriller",7.4
